time,ax,ay,az,vx,vy,vz,px,py,pz
1768828273.9342911,-0.7026863098144531,0.47593116760253906,9.742615699768068,-0.08164840183530941,0.054283021459241354,1.1302446384918312,-0.005250890896963151,0.003503286160710025,0.07264470592380955
1768828273.935192,-0.7023534774780273,0.45648860931396484,9.72374153137207,-0.08228121094771268,0.05469431030587657,1.1390055721883527,-0.005325024935929188,0.0035525648488179706,0.07367093150433489
1768828273.9491036,-0.7024812698364258,0.4709157943725586,9.728318214416506,-0.09205376906788842,0.06124544863200754,1.274340931640836,-0.006605629625370445,0.004404580029937176,0.09139890711609577
1768828273.9501066,-0.7027549743652344,0.45224761962890625,9.757342338562013,-0.09275865125505334,0.061699065188122404,1.2841278090866126,-0.006698669053564016,0.004466465855868351,0.09268692193162355
1768828273.9510095,-0.7072181701660156,0.4613227844238281,9.728398323059084,-0.09339719228842114,0.06211558945165052,1.2929114939242936,-0.006782996552762036,0.004522549472423899,0.09385428028893177
1768828273.9625008,-0.7119770050048828,0.4565153121948242,9.728408813476562,-0.10157873270304663,0.06736154325403731,1.4047035452376804,-0.007950268109335294,0.005296621085201154,0.1099961482778438
1768828273.9634469,-0.6976165771484375,0.4660797119140625,9.723660469055178,-0.10223870932327372,0.06780247559868258,1.4139025648464667,-0.008046990521109632,0.005360765272931841,0.11133376361934284
1768828273.9643354,-0.707240104675293,0.4661064147949219,9.72832775115967,-0.10286715301026561,0.06821665125403342,1.4225470211206357,-0.008138396837692612,0.005421381637225842,0.11259781904968758
1768828273.9738564,-0.7166757583618164,0.451629638671875,9.72362804412842,-0.10969062830781695,0.07251662044814111,1.5151257570239522,-0.00918276213664194,0.006111812927131406,0.12702334280309088
1768828273.9748306,-0.7024364471435547,0.4613485336303711,9.728460311889648,-0.11037492666173421,0.07296605618489593,1.524603012090438,-0.009290286996628209,0.0061828948767400855,0.1285085779952471
1768828273.9928622,-0.6929559707641602,0.4662590026855469,9.733302116394045,-0.12287002956054494,0.08137345068303148,1.7001099946703562,-0.011505829869930671,0.00765018815714076,0.1591642765084972
1768828273.9939053,-0.707362174987793,0.4662609100341797,9.737907409667969,-0.1236078658059796,0.08185979871154814,1.710267423630512,-0.011634762921254838,0.007735574581053529,0.16094822444798454
1768828273.9948258,-0.7027244567871094,0.4712257385253906,9.747477531433107,-0.12425474765518629,0.08229357808863824,1.719240309417728,-0.011749143657771952,0.007811328628685802,0.16253084383719948
1768828273.9957285,-0.6977672576904297,0.48529052734375,9.72816562652588,-0.12488458918255674,0.08273162691307334,1.7280214647803405,-0.01186187107444112,0.007886006558443135,0.16409064714798915
1768828274.0042465,-0.683415412902832,0.47109317779541016,9.73335361480713,-0.13070590839470242,0.0867443894508142,1.8109299818063391,-0.01297522146325832,0.008624893582824113,0.17951611355671754
1768828274.0053544,-0.702580451965332,0.46628665924072266,9.737969398498537,-0.13148431915374204,0.08726100295939432,1.8217189813149162,-0.013120897034487166,0.00872157276505609,0.18153445273913504
1768828274.0186899,-0.7072629928588867,0.4708900451660156,9.728256225585938,-0.14091600102028679,0.09354054132768397,1.9514498151947919,-0.015000077629186,0.009968979509555618,0.2075579461514605
1768828274.0196671,-0.7025041580200195,0.47569847106933594,9.728246688842773,-0.14160254270723271,0.09400543086189828,1.960957014286123,-0.015138462644329621,0.010060848926055452,0.20947434582147936
1768828274.0206091,-0.6929178237915039,0.4709653854370117,9.72844123840332,-0.14225526561949664,0.09444907639590383,1.970121126218146,-0.015272465938907846,0.010149819182107521,0.211330183779264
1768828274.0337198,-0.6976995468139648,0.47094058990478516,9.728379249572756,-0.15140255157666616,0.10062340783179025,2.097666381625004,-0.017257449934154942,0.011469056222787011,0.23883192765037084
1768828274.0347729,-0.702519416809082,0.46620941162109375,9.733179092407227,-0.15214237116629192,0.10111437056866635,2.107916342536555,-0.017417670283810454,0.011575539247098506,0.24105176352420926
1768828274.0356872,-0.6975555419921875,0.4660015106201172,9.718871116638185,-0.1527801707877643,0.10154045217677776,2.116802648997009,-0.017557362579593276,0.011668381261911439,0.2429872308052894
1768828274.0481465,-0.6975784301757812,0.47078514099121094,9.718799591064453,-0.1614714944505522,0.10740609517688426,2.2378918759652606,-0.019569180835255467,0.013006583672073796,0.27086974806064157
1768828274.0491374,-0.687932014465332,0.4659748077392578,9.714203834533693,-0.16215314400483294,0.10786781452316063,2.2475173659479424,-0.019729853134279118,0.013113466396158235,0.2730967402321388
1768828274.0500607,-0.7215404510498047,0.4564647674560547,9.728285789489748,-0.16281941096281116,0.10828931187870694,2.2565004179305106,-0.01988019978980503,0.013213460222286774,0.2751803817895092
1768828274.0642166,-0.6928806304931641,0.47567081451416016,9.723579406738281,-0.17262773543211551,0.11502284357811732,2.39414609256346,-0.022323894658738335,0.014841708035179483,0.3090715899851629
1768828274.06524,-0.6880760192871094,0.4709138870239258,9.723711967468263,-0.1733318384906397,0.11550472624639951,2.4040962944955027,-0.022501263836270966,0.014959903160055875,0.3115316837923773
1768828274.066184,-0.6978588104248047,0.46638965606689453,9.74281978607178,-0.17399071321437987,0.11594506224446377,2.4132948567248604,-0.02266553500601187,0.015069371249752777,0.31381016614192336
1768828274.0671153,-0.6929407119750977,0.47574806213378906,9.728369712829592,-0.1746360232398274,0.11638810879776429,2.422354527196603,-0.022828167067678064,0.015177759185621056,0.31606601521324246
1768828274.0774643,-0.6978139877319336,0.45682334899902344,9.742961883544922,-0.18185772480592277,0.12111578974554504,2.523184783296074,-0.024710219074554698,0.016431190764611248,0.3421785435107938
1768828274.0784547,-0.7023000717163086,0.47068309783935547,9.713948249816896,-0.18255327632004992,0.12158194994481164,2.5328053880566586,-0.02489101815584053,0.016551604406557743,0.34468701060855
1768828274.0931733,-0.6879549026489258,0.47075843811035156,9.714132308959961,-0.1926789629560517,0.12851082334509556,2.6757831607601474,-0.027726969746170865,0.018443095144564842,0.38407061218973415
1768828274.094141,-0.7025880813598633,0.4805593490600586,9.732964515686037,-0.19335888625732878,0.12897588033615648,2.685202149695897,-0.027914091070547566,0.01856791039359888,0.38666919243704473
1768828274.0950882,-0.6928348541259766,0.46610450744628906,9.723722457885742,-0.19401516507628003,0.12941739177836098,2.6944128195293615,-0.028097869416334628,0.0186904993374464,0.3892214399927751
1768828274.1076393,-0.6928806304931641,0.47567081451416016,9.723579406738281,-0.20271155785826522,0.13538756911611927,2.8164541381149775,-0.030642116218743957,0.020389758094317593,0.42457095094686587
1768828274.1086485,-0.7072257995605469,0.47559547424316406,9.723394393920898,-0.2034253084136708,0.13586755236065073,2.8262672390417265,-0.030847418297590665,0.02052687913970263,0.42742329289033576
1768828274.1096005,-0.7071495056152344,0.48500728607177734,9.713672637939453,-0.20409851855197303,0.1363292819094113,2.83551470771431,-0.031041721186598717,0.020656665350397962,0.4301227181651616
1768828274.1223576,-0.7022457122802734,0.4848775863647461,9.704154968261719,-0.2130571112832058,0.14251489578327892,2.959311223152099,-0.03375970415908485,0.022474736841800565,0.46787483761506304
1768828274.1233532,-0.7073469161987305,0.4757499694824219,9.732974052429201,-0.2137613713277915,0.14298856957339012,2.9690017223726954,-0.03397253267286565,0.022617101407301415,0.4708308825733275
1768828274.1243033,-0.6927738189697266,0.46602630615234375,9.71893310546875,-0.21441957437377823,0.14343134025239124,2.9782356616449306,-0.03417625228972688,0.022753375242222724,0.47366049843132324
1768828274.133769,-0.7072257995605469,0.47559547424316406,9.723394393920898,-0.22111395768365583,0.14793318168267433,3.0702743417757574,-0.03626924944681337,0.024153665535717316,0.5027227771591363
1768828274.135095,-0.6979570388793945,0.49979400634765625,9.737531661987305,-0.2220393410352699,0.14859583142606425,3.08318480643743,-0.036563639356437735,0.024350680682583243,0.5068106045337373
1768828274.1360347,-0.7025651931762695,0.47577571868896484,9.733036041259766,-0.22269964414908827,0.14904298735064003,3.092332361806484,-0.03677294273483751,0.024490758143858395,0.5097169208546909
1768828274.152057,-0.6975784301757812,0.47078514099121094,9.718799591064453,-0.23387638900703678,0.1565860035566402,3.2480489646370643,-0.04052015826667567,0.026999611248214525,0.5617578283620008
1768828274.1530743,-0.6930084228515625,0.4900979995727539,9.728156089782717,-0.23458140870525312,0.15708459597249202,3.2579457298775196,-0.04075880545842556,0.027159418446504068,0.5650722410582163
1768828274.1540115,-0.7168035507202148,0.46605682373046875,9.728204727172852,-0.23525321379088382,0.15752139534947673,3.267063231322936,-0.04097929028341964,0.027307051189652584,0.5681342092804363
1768828274.163142,-0.7025489807128906,0.48526573181152344,9.72810459136963,-0.24166782173665524,0.1619521033919682,3.3558854753546257,-0.04318583299020173,0.028785751291385508,0.5987750474657898
1768828274.164135,-0.6976995468139648,0.47094058990478516,9.728379249572756,-0.24236064672322755,0.16241975369985084,3.365545886134214,-0.04342650035565789,0.028947036280303783,0.6021170795683148
1768828274.1652603,-0.6835222244262695,0.48073673248291016,9.738000869750977,-0.24312983867957882,0.16296074390402282,3.3765044060949094,-0.04370010304124473,0.029130421822035374,0.6059167804952786
1768828274.176548,-0.6977672576904297,0.48529052734375,9.72816562652588,-0.2510060186245937,0.1684385525527432,3.4863129162606583,-0.04653338096906368,0.03103170385406192,0.6452691971792969
1768828274.177551,-0.7074308395385742,0.48061084747314453,9.73769283294678,-0.25171559083059947,0.16892061819112314,3.4960800847225073,-0.046785858493493086,0.031201135788592668,0.6487758597665646
1768828274.193862,-0.6882352828979492,0.46636199951171875,9.738153457641602,-0.26294134852696516,0.1765274162373771,3.6549184265541044,-0.051074676489703014,0.03408046216241957,0.708390979299113
1768828274.1949465,-0.7073698043823242,0.4805335998535156,9.732902526855469,-0.26370853784851533,0.17704858669753776,3.6654744028483037,-0.051360685834441235,0.034272483060496364,0.7123664286367283
1768828274.1958354,-0.711848258972168,0.4801216125488281,9.708892822265625,-0.2643412459949559,0.17747533053193365,3.6741039042963166,-0.05159563880043254,0.03443022747583275,0.7156320620660688
1768828274.1967785,-0.7121353149414062,0.48999786376953125,9.727910041809084,-0.2650129205578651,0.1779374886275491,3.6832791124179494,-0.051845594720110015,0.034598055250121544,0.719106071620151
1768828274.2060494,-0.7022008895874023,0.4753103256225586,9.704297065734865,-0.27152295931318804,0.1823440461903374,3.773246742661513,-0.05436285867448559,0.03628854984376837,0.7540874891779611
1768828274.207025,-0.7024669647216797,0.4804048538208008,9.723384857177734,-0.2722082922837217,0.1828127334056262,3.782732962743694,-0.05462842748686185,0.03646690355992624,0.7577779568416181
1768828274.2228413,-0.6927595138549805,0.47551536560058594,9.713999748229982,-0.28316512341234557,0.19033358509477694,3.936371639219715,-0.05910702702493257,0.03947725983548884,0.820036444019123
1768828274.2238128,-0.7023601531982422,0.4707603454589844,9.718738555908203,-0.2838475054295486,0.19079095499637333,3.9458139351561385,-0.05938280068955617,0.039662623877201174,0.8238700220777857
1768828274.2247481,-0.7073850631713867,0.47104454040527344,9.73783588409424,-0.2845091340579984,0.19123153053214992,3.9549218896995626,-0.059648906659202035,0.039841485803823,0.8275691241393652
1768828274.2256894,-0.6929950714111328,0.46155261993408203,9.738162994384766,-0.2851614340681863,0.19166597919002015,3.9640881941691077,-0.05991732243013833,0.040021896495523505,0.8313004273998298
1768828274.2354095,-0.7025270462036133,0.4804821014404297,9.728175163269045,-0.2919900581132424,0.1963363070426567,4.0586469036072685,-0.06275549121313993,0.04193030249132688,0.8707508286137534
1768828274.2363825,-0.7073917388916016,0.4853172302246094,9.732831954956055,-0.2926783405282549,0.19680851402063126,4.0681168149938,-0.06304026320575082,0.04212179446370613,0.8747090502214361
1768828274.2499921,-0.7072257995605469,0.47559547424316406,9.723394393920898,-0.3023034345405904,0.20328120089698132,4.200448787637697,-0.06715450646372176,0.04488838000228473,0.931875678616689
1768828274.2509665,-0.7071647644042969,0.47551727294921875,9.718605041503906,-0.3029925077198641,0.2037445528844728,4.209918759009497,-0.06744974743315342,0.04508691210382979,0.9359778938991463
1768828274.2519066,-0.7025270462036133,0.4804821014404297,9.728175163269045,-0.30365294247690144,0.20419624664009461,4.219064065279326,-0.06773520684481896,0.045278873821555043,0.9399441704516796
1768828274.2645686,-0.7024211883544922,0.4708385467529297,9.723527908325195,-0.3125469531330509,0.21015797319614649,4.3421827329189,-0.0716926557057003,0.047939880186496864,0.9949246011929556
1768828274.2656105,-0.6977224349975586,0.4757232666015625,9.728307723999023,-0.3132739025961655,0.2106536241253707,4.352318551580083,-0.07201905239853545,0.048159357920449355,0.999459234846216
1768828274.2665348,-0.7167587280273438,0.45649051666259766,9.728346824645998,-0.3139364376886533,0.21107558060089104,4.361310937596727,-0.07230923917777676,0.048354465386667746,1.003490607513782
1768828274.2808092,-0.7120218276977539,0.4660816192626953,9.72826671600342,-0.32410009269460716,0.2177285968407432,4.500175706710706,-0.07693556017161002,0.05146240148797374,1.0677277299866588
1768828274.281842,-0.7025728225708008,0.4520149230957031,9.742972373962404,-0.3248257304803701,0.21819545109042338,4.510238533898246,-0.07727104969846381,0.05168776013964127,1.0723860364253068
1768828274.2827973,-0.693145751953125,0.48076438903808594,9.742667198181154,-0.32548792259331094,0.21865474610262936,4.519546125208535,-0.07758200238711761,0.05189665047463683,1.076703754293089
1768828274.2930868,-0.6976766586303711,0.4661569595336914,9.728450775146484,-0.33266661816628584,0.2234512357949825,4.619646344482817,-0.0810049524737595,0.0541958364619196,1.124237284835664
1768828274.2944732,-0.6931838989257812,0.4760580062866211,9.747529029846193,-0.3336276511224696,0.22411124453697084,4.633160358085206,-0.08146749519628918,0.05450654519618933,1.1306607170623852
1768828274.2955391,-0.697601318359375,0.4755678176879883,9.718728065490724,-0.3343712728280934,0.22461818531019162,4.64352022546268,-0.08182392476382039,0.05474598132349957,1.1356105678428827
1768828274.3089387,-0.7168722152709961,0.4804067611694336,9.727990150451662,-0.3439770744682846,0.23105544421923696,4.773871411842038,-0.0864330803088802,0.057842032080909996,1.1995785399041226
1768828274.3099384,-0.7024812698364258,0.4709157943725586,9.728318214416506,-0.34467933733822065,0.23152621360691228,4.783596705543459,-0.08677765248616137,0.05807348631352017,1.2043606493998442
1768828274.3108366,-0.6928949356079102,0.46618175506591797,9.728512763977053,-0.34530164206921654,0.23194490206424234,4.792334104545034,-0.08708777575945648,0.05828180131550286,1.2086647538643325
1768828274.3227742,-0.6930627822875977,0.4759025573730469,9.73794937133789,-0.35357516099134045,0.2376260451210328,4.908582026732574,-0.09130862105603879,0.06111849032974935,1.26726153227584
1768828274.323783,-0.6880912780761719,0.4614238739013672,9.728644371032717,-0.3542692723856362,0.23809150599618079,4.918395787092777,-0.091665989833186,0.061358664900278775,1.2722229591479002
1768828274.324737,-0.707097053527832,0.4611673355102539,9.718818664550781,-0.3549439498549418,0.23853152934134414,4.927669009132842,-0.09200466001239081,0.06158626003416131,1.276924700217348
1768828274.3349607,-0.7025585174560547,0.4615030288696289,9.738039970397951,-0.3621266461466348,0.2432497642096223,5.027227098382127,-0.09570690780211083,0.06407315491328137,1.3283211953702325
1768828274.3359826,-0.6928195953369141,0.47559261322021484,9.718790054321289,-0.36283461218476987,0.24373575424283445,5.0371583609164645,-0.09607767471548286,0.06432221922590269,1.3334684762384976
1768828274.3528469,-0.7024211883544922,0.4708385467529297,9.723527908325195,-0.3746804536729087,0.25167611664051037,5.201138850424968,-0.10239639820574477,0.0685665607029272,1.4211820409791458
1768828274.3538363,-0.6974277496337891,0.45157432556152344,9.71429443359375,-0.3753705145652475,0.25212292103310574,5.210750533769669,-0.10276780372032973,0.06881602047558254,1.4263377508931492
1768828274.354809,-0.7023372650146484,0.4659767150878906,9.718810081481935,-0.376053711596569,0.25257619885883287,5.220204484921624,-0.1031336091419954,0.06906171341804547,1.4314156933356807
1768828274.3557158,-0.7072629928588867,0.4708900451660156,9.728256225585938,-0.37669499109415483,0.2530031576204692,5.229025151813175,-0.1034751606964681,0.06929111286272822,1.4361568810636913
1768828274.3640597,-0.6975946426391602,0.46129608154296875,9.723731040954592,-0.38251567545762555,0.25685218214653105,5.310159331701016,-0.10666684663387048,0.07143427077845921,1.4804645054351104
1768828274.3650594,-0.6975946426391602,0.46129608154296875,9.723731040954592,-0.3832130532196061,0.2573133348121246,5.319880039655118,-0.10704994054698451,0.07169150411511464,1.4857827315356205
1768828274.3822196,-0.6928195953369141,0.47559261322021484,9.718790054321289,-0.3951019602645829,0.2654745883446594,5.486656199456547,-0.11382996020937507,0.07624709510139195,1.5799347243229542
1768828274.3832386,-0.7026634216308594,0.4711484909057617,9.742687225341797,-0.39581797499886306,0.26595468913137665,5.496584007550837,-0.11423329912451931,0.07651810319745449,1.5855357489621489
1768828274.3841777,-0.697662353515625,0.4756460189819336,9.723517417907717,-0.39647317119124637,0.26640138294965254,5.505715662077819,-0.11460563928425077,0.07676828893683788,1.5907063360232976
1768828274.3850908,-0.6976165771484375,0.4660797119140625,9.723660469055178,-0.3971101949955482,0.26682698044965036,5.514594756105453,-0.11496825774176671,0.07701194016839433,1.5957419504937518
1768828274.393224,-0.7073764801025391,0.49480628967285156,9.727899551391602,-0.4028634102764954,0.2708513255995513,5.593713445975482,-0.11824481554844025,0.07921482085376608,1.6412365896001593
1768828274.3942254,-0.6787481307983398,0.457000732421875,9.747998237609865,-0.4035430801691291,0.27130894695369534,5.603474682308843,-0.11864890665311706,0.0794864982470131,1.6468476739816673
1768828274.4081235,-0.6879472732543945,0.4564857482910156,9.719136238098146,-0.41310426371705944,0.27765324715824136,5.7385525423608215,-0.12439028516188956,0.08334536034584888,1.7266028475103004
1768828274.409163,-0.6975412368774414,0.4754905700683594,9.713937759399414,-0.4138293613239057,0.278147521985602,5.748650229278837,-0.12482046285415321,0.08363449608704868,1.7325785981949564
1768828274.410086,-0.7026491165161133,0.4806365966796875,9.737754821777344,-0.41447784906586094,0.278591110305797,5.7576373815966235,-0.12520299205416685,0.08389161292645606,1.737892427212634
1768828274.424114,-0.7072324752807617,0.4898672103881836,9.718391418457031,-0.4243989574024454,0.2854630029785312,5.893967679610114,-0.13115649133691915,0.08789610858753613,1.8205734322930716
1768828274.4251287,-0.7072563171386719,0.4566173553466797,9.733259201049805,-0.42511661708704196,0.28592633693438074,5.903844109921238,-0.13158786119526095,0.08818624075010535,1.8265641188364945
1768828274.4260852,-0.7074909210205078,0.48068904876708984,9.742482185363771,-0.4257933571552712,0.28638613299676763,5.913163138424579,-0.13199514758864278,0.08846017920701811,1.8322202683457718
1768828274.4269927,-0.7022771835327148,0.4658994674682617,9.714019775390625,-0.42643061829812723,0.2868089000096461,5.921977845051742,-0.13238209973451553,0.08872043565801373,1.8375939960675265
1768828274.4375696,-0.6928424835205078,0.4803762435913086,9.71871852874756,-0.4337587879053899,0.2918898219681978,6.024772375465091,-0.1369699505693255,0.09180774362900848,1.901317793124859
1768828274.438642,-0.6974954605102539,0.4659242630004883,9.714080810546875,-0.43450678675844756,0.2923894823015871,6.03518982147898,-0.1374359185885343,0.09212130408895429,1.907789971540399
1768828274.452249,-0.7025117874145508,0.4899711608886719,9.723242759704592,-0.44406588231549904,0.2990565322088514,6.167494230215652,-0.14347833421589706,0.09619057384294055,1.9917112206217407
1768828274.453417,-0.6975860595703125,0.4850578308105469,9.713795661926271,-0.4448806716359286,0.2996230858761919,6.17884006612735,-0.14399796045432528,0.09654053738819322,1.998928183789875
1768828274.4547095,-0.6928577423095703,0.4708881378173828,9.723650932312013,-0.44577616748483706,0.300231693310252,6.19140756521756,-0.14457411149247973,0.09692857697937089,2.0069303744777804
1768828274.467079,-0.7024812698364258,0.4709157943725586,9.728318214416506,-0.4544654353014721,0.3060566364540591,6.311740969110588,-0.15019557365852101,0.1007143121945277,2.085002787259121
1768828274.4680848,-0.7072629928588867,0.4708900451660156,9.728256225585938,-0.4551768626483863,0.3065302990928558,6.321526505165139,-0.1506534305958135,0.10102264733949401,2.0913615348189762
1768828274.469006,-0.7073087692260742,0.4804563522338867,9.728113174438477,-0.4558284704203288,0.30697291921410397,6.330488523489521,-0.1510733622959726,0.1013054459539586,2.0971934935074175
1768828274.482385,-0.6930017471313477,0.47582530975341797,9.733159065246584,-0.46510004278138695,0.3133389187355533,6.460707082026602,-0.1572958699875175,0.10549756303103398,2.183630379796042
1768828274.4834266,-0.6976242065429688,0.48035144805908203,9.718656539916992,-0.4658267235747644,0.31383927719230087,6.47083052811513,-0.1577810987537915,0.10582447395643499,2.1903707254117473
1768828274.4843721,-0.6977453231811523,0.48050689697265625,9.728236198425295,-0.4664864892836249,0.3142936291785645,6.480029237784947,-0.15822219349000968,0.10612165998141605,2.1964980342470284
1768828274.4933696,-0.6977672576904297,0.48529052734375,9.72816562652588,-0.47276460855459845,0.31866000174500186,6.567557827609107,-0.16247586484946133,0.10898878433526663,2.2555892439681915
1768828274.4943614,-0.693206787109375,0.48084163665771484,9.747457504272461,-0.47345214580377615,0.31913691071690664,6.577225563476077,-0.16294544476702183,0.1093053111174413,2.262112676305013
1768828274.495281,-0.7074985504150391,0.4949607849121094,9.737479209899904,-0.4741027476459294,0.3195920669829775,6.586179959083211,-0.1633814203895972,0.10959920173728033,2.2681691986987604
1768828274.5121644,-0.7121124267578125,0.4852151870727539,9.727981567382812,-0.48612560755032064,0.3277841360979892,6.7504211029565795,-0.17158886047335564,0.11513330365589257,2.3821390778455194
1768828274.5132158,-0.6784286499023438,0.46610164642333984,9.719117164611818,-0.4868389250270866,0.3282742074568432,6.760640034797461,-0.17210073554473088,0.11547845967102277,2.3892473901074482
1768828274.5141637,-0.7119998931884766,0.46129798889160156,9.728337287902834,-0.4875138669424359,0.3287114959327937,6.769862034217795,-0.172562875421803,0.11579006247993429,2.39566489619381
1768828274.5234404,-0.7168645858764648,0.46613407135009766,9.732994079589844,-0.49416395338630537,0.3330356485412267,6.860151404431008,-0.17714705083262391,0.11887951046679708,2.4593039721871106
1768828274.524516,-0.7118701934814453,0.4849052429199219,9.708822250366211,-0.4949297439234215,0.3335572827518263,6.870595617819845,-0.17767946884633548,0.11923833292214991,2.4666949785203673
1768828274.5254302,-0.7074308395385742,0.48061084747314453,9.73769283294678,-0.4955764042128976,0.33399660760505867,6.879496811992112,-0.17813247366757692,0.11954363816315243,2.472983504763858
1768828274.541224,-0.6928424835205078,0.4803762435913086,9.71871852874756,-0.5065190200743928,0.34158357409114615,7.03299231213191,-0.18613233394613757,0.1249385409365551,2.5840611812329137
1768828274.5422142,-0.6881589889526367,0.47577381134033203,9.728430747985842,-0.5072004023206773,0.3420546626527994,7.042624940786482,-0.18663453962098558,0.1252772271676907,2.591034452931648
1768828274.5431664,-0.6929855346679688,0.48531532287597656,9.728227615356445,-0.5078602935029721,0.3425168011624464,7.05188858526617,-0.18711814643924454,0.12560338666968265,2.5977495701500355
1768828274.5535429,-0.7073469161987305,0.4757499694824219,9.732974052429201,-0.5152000458163002,0.3474533985506696,7.152882336961284,-0.19246409570615916,0.12920872066829656,2.6719711203927523
